meta,sender,sender_type,sender_id,age,gender-birth,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,answer_true,stimulus,context,island_type,transfer_s,transfer_c,id,right_answer,question
,inter-stimulus,canvas.Screen,2_18_5,,,,,,,response,1540.4000000238302,407018.5,407026.532,407043.2,408583.60000002384,408584.8000000119,2024-05-21T20:42:47.690Z,408593,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Prije čega dobro je da smo stigli?,Dobro je da smo stigli prije polaska vlaka.,si,,,15,,
,Sequence,flow.Sequence,2_18,,,,,,,completion,12840.700000023819,395738,395726.562,395742.9,408583.60000002384,408585,2024-05-21T20:42:47.690Z,408593,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Prije čega dobro je da smo stigli?,Dobro je da smo stigli prije polaska vlaka.,si,,,15,,
,context,canvas.Screen,2_19_0_0,,,,,,,response,2373.699999988079,408585.3000000119,408576.692,408593,410966.6999999881,410967.60000002384,2024-05-21T20:42:50.073Z,410976.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Timer frame,html.Frame,2_19_0,,,,,,,,2374.699999988079,408585.10000002384,408576.692,408593,410967.6999999881,410967.8000000119,2024-05-21T20:42:50.073Z,410976.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,stimulus,canvas.Screen,2_19_1_0,,,,,,,response,10234.799999976181,410968.10000002384,410976.496,410976.6,421211.39999997616,421212.5,2024-05-21T20:43:00.318Z,421243.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Timer frame,html.Frame,2_19_1,,,,,,,,10236.099999988102,410967.89999997616,410976.496,410976.6,421212.6999999881,421212.8000000119,2024-05-21T20:43:00.318Z,421243.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Spremanje,canvas.Screen,2_19_2,,,,,,,skipped,,421212.89999997616,,,421212.6999999881,421212.89999997616,2024-05-21T20:43:00.318Z,421243.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Question form,html.Form,2_19_3,,,,,,,skipped,,421213,,,421212.6999999881,421213.1999999881,2024-05-21T20:43:00.319Z,421243.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Answer indication,canvas.Screen,2_19_4,,,,,,,skipped,,421214.10000002384,,,421212.6999999881,421214.10000002384,2024-05-21T20:43:00.320Z,421243.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,inter-stimulus,canvas.Screen,2_19_5,,,,,,,response,2354.7000000000116,421214.1999999881,421226.652,421243.3,423598,423599.10000002384,2024-05-21T20:43:02.705Z,423609.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,Sequence,flow.Sequence,2_19,,,,,,,completion,15005,408585.10000002384,408576.692,408593,423598,423599.39999997616,2024-05-21T20:43:02.705Z,423609.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"To su oni siromasi, koje je htio nahraniti i moliti se bogu..",Hoće nahraniti siromahe i moliti se bogu.,csi,42,0,6,,
,context,canvas.Screen,2_20_0_0,,,,,,,response,3316.799999988056,423599.6999999881,423593.4,423609.9,426926.6999999881,426927.5,2024-05-21T20:43:06.033Z,426943.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Timer frame,html.Frame,2_20_0,,,,,,,,3317.799999988056,423599.5,423593.4,423609.9,426927.6999999881,426927.89999997616,2024-05-21T20:43:06.033Z,426943.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,stimulus,canvas.Screen,2_20_1_0,,,,,,,response,7943.500000011933,426928.1999999881,426926.728,426943.3,434886.8000000119,434887.8000000119,2024-05-21T20:43:13.993Z,434910,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Timer frame,html.Frame,2_20_1,,,,,,,,7944.700000000012,426927.89999997616,426926.728,426943.3,434888,434888.1999999881,2024-05-21T20:43:13.994Z,434910,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Spremanje,canvas.Screen,2_20_2,,,,,,,skipped,,434888.1999999881,,,434888,434888.39999997616,2024-05-21T20:43:13.994Z,434910,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Question form,html.Form,2_20_3,,,,,,,skipped,,434888.39999997616,,,434888,434888.5,2024-05-21T20:43:13.994Z,434910,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Answer indication,canvas.Screen,2_20_4,,,,,,,skipped,,434889.1999999881,,,434888,434889.39999997616,2024-05-21T20:43:13.995Z,434910,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,inter-stimulus,canvas.Screen,2_20_5,,,,,,,response,1903.6000000238419,434889.39999997616,434893.2,434910,436813.60000002384,436814.6999999881,2024-05-21T20:43:15.920Z,436826.792,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,Sequence,flow.Sequence,2_20,,,,,,,completion,13203.700000023819,423599.5,423593.4,423609.9,436813.60000002384,436815.10000002384,2024-05-21T20:43:15.920Z,436826.792,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Od čega je djed otišao u sanatorij odmarati?,Djed je otišao u sanatorij odmarati od gužve i buke..,ai,,26,30,,
,context,canvas.Screen,2_21_0_0,,,,,,,response,2059.9079999880632,436815.3000000119,436826.792,436826.792,438886.6999999881,438887.8000000119,2024-05-21T20:43:17.993Z,438893.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Timer frame,html.Frame,2_21_0,,,,,,,,2061.207999999984,436815.10000002384,436826.792,436826.792,438888,438888.10000002384,2024-05-21T20:43:17.993Z,438893.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,stimulus,canvas.Screen,2_21_1_0,,,,,,,response,7961.499999988067,438888.5,438876.722,438893.2,446854.6999999881,446855.8000000119,2024-05-21T20:43:25.961Z,446876.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Timer frame,html.Frame,2_21_1,,,,,,,,7962.6999999761465,438888.1999999881,438876.722,438893.2,446855.89999997616,446856,2024-05-21T20:43:25.961Z,446876.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Spremanje,canvas.Screen,2_21_2,,,,,,,skipped,,446856.10000002384,,,446855.89999997616,446856.1999999881,2024-05-21T20:43:25.962Z,446876.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Question form,html.Form,2_21_3,,,,,,,skipped,,446856.3000000119,,,446855.89999997616,446856.39999997616,2024-05-21T20:43:25.962Z,446876.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Answer indication,canvas.Screen,2_21_4,,,,,,,skipped,,446857.1999999881,,,446855.89999997616,446857.3000000119,2024-05-21T20:43:25.963Z,446876.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,inter-stimulus,canvas.Screen,2_21_5,,,,,,,response,1800.7999999761814,446857.39999997616,446860,446876.6,448677.39999997616,448678.60000002384,2024-05-21T20:43:27.784Z,448693.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,Sequence,flow.Sequence,2_21,,,,,,,completion,11850.607999976142,436815.10000002384,436826.792,436826.792,448677.39999997616,448678.8000000119,2024-05-21T20:43:27.784Z,448693.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kolike su trenutno plaće u hrvatskom sportu?,Kolike plaće su trenutno u hrvatskom sportu?,lbc,,,35,,
,context,canvas.Screen,2_22_0_0,,,,,,,response,2835.299999988056,448679.1999999881,448676.788,448693.4,451528.6999999881,451529.5,2024-05-21T20:43:30.635Z,451560.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Timer frame,html.Frame,2_22_0,,,,,,,,2836.2000000238186,448678.89999997616,448676.788,448693.4,451529.60000002384,451529.6999999881,2024-05-21T20:43:30.635Z,451560.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,stimulus,canvas.Screen,2_22_1_0,,,,,,,response,5760.500000023865,451530,451543.4,451560.1,457320.60000002384,457321.6999999881,2024-05-21T20:43:36.427Z,457326.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Timer frame,html.Frame,2_22_1,,,,,,,,5761.700000011944,451529.8000000119,451543.4,451560.1,457321.8000000119,457321.89999997616,2024-05-21T20:43:36.427Z,457326.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Spremanje,canvas.Screen,2_22_2,,,,,,,skipped,,457322,,,457321.8000000119,457322.10000002384,2024-05-21T20:43:36.427Z,457326.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Question form,html.Form,2_22_3,,,,,,,skipped,,457322.1999999881,,,457321.8000000119,457322.3000000119,2024-05-21T20:43:36.428Z,457326.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Answer indication,canvas.Screen,2_22_4,,,,,,,skipped,,457323.10000002384,,,457321.8000000119,457323.1999999881,2024-05-21T20:43:36.429Z,457326.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,inter-stimulus,canvas.Screen,2_22_5,,,,,,,response,1232.8000000238535,457323.3000000119,457310.23,457326.8,458559.60000002384,458561.1999999881,2024-05-21T20:43:37.667Z,458576.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,Sequence,flow.Sequence,2_22,,,,,,,completion,9866.200000023819,448678.89999997616,448676.788,448693.4,458559.60000002384,458561.5,2024-05-21T20:43:37.667Z,458576.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kakva je kraj mene biciklom prošla djevojka?,Kraj mene je biciklom prošla vrlo lijepa djevojka.,ai,,,27,,
,context,canvas.Screen,2_23_0_0,,,,,,,response,2063.9999999880674,458561.89999997616,458560.194,458576.7,460640.6999999881,460641.5,2024-05-21T20:43:39.747Z,460643.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Timer frame,html.Frame,2_23_0,,,,,,,,2064.90000002383,458561.60000002384,458560.194,458576.7,460641.60000002384,460641.6999999881,2024-05-21T20:43:39.747Z,460643.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,stimulus,canvas.Screen,2_23_1_0,,,,,,,response,7187.299999988056,460642,460626.898,460643.4,467830.6999999881,467831.6999999881,2024-05-21T20:43:46.937Z,467843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Timer frame,html.Frame,2_23_1,,,,,,,,7188.499999976135,460641.8000000119,460626.898,460643.4,467831.89999997616,467831.89999997616,2024-05-21T20:43:46.937Z,467843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Spremanje,canvas.Screen,2_23_2,,,,,,,skipped,,467832,,,467831.89999997616,467832.10000002384,2024-05-21T20:43:46.938Z,467843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Question form,html.Form,2_23_3,,,,,,,skipped,,467832.1999999881,,,467831.89999997616,467832.39999997616,2024-05-21T20:43:46.938Z,467843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Answer indication,canvas.Screen,2_23_4,,,,,,,skipped,,467833.1999999881,,,467831.89999997616,467833.3000000119,2024-05-21T20:43:46.939Z,467843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,inter-stimulus,canvas.Screen,2_23_5,,,,,,,response,1996.9000000118976,467833.5,467827.364,467843.4,469840.3000000119,469841.39999997616,2024-05-21T20:43:48.947Z,469843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,Sequence,flow.Sequence,2_23,,,,,,,completion,11263.60000001191,458561.60000002384,458560.194,458576.7,469840.3000000119,469841.6999999881,2024-05-21T20:43:48.947Z,469843.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je kupio tata, i spremila je majka?","Tata je kupio meso, a majka je spremila salatu.",csi,,,7,,
,context,canvas.Screen,2_24_0_0,,,,,,,response,2793.4000000118976,469842,469826.894,469843.4,472636.8000000119,472637.6999999881,2024-05-21T20:43:51.743Z,472643.61,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Timer frame,html.Frame,2_24_0,,,,,,,,2794.299999988056,469841.8000000119,469826.894,469843.4,472637.6999999881,472637.89999997616,2024-05-21T20:43:51.743Z,472643.61,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,stimulus,canvas.Screen,2_24_1_0,,,,,,,response,5468.990000023856,472638.1999999881,472643.61,472643.61,478112.60000002384,478113.5,2024-05-21T20:43:57.219Z,478143.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Timer frame,html.Frame,2_24_1,,,,,,,,5470.190000011935,472638,472643.61,472643.61,478113.8000000119,478113.8000000119,2024-05-21T20:43:57.219Z,478143.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Spremanje,canvas.Screen,2_24_2,,,,,,,skipped,,478114,,,478113.8000000119,478114,2024-05-21T20:43:57.219Z,478143.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Question form,html.Form,2_24_3,,,,,,,skipped,,478114.1999999881,,,478113.8000000119,478114.3000000119,2024-05-21T20:43:57.220Z,478143.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Answer indication,canvas.Screen,2_24_4,,,,,,,skipped,,478115.1999999881,,,478113.8000000119,478115.39999997616,2024-05-21T20:43:57.221Z,478143.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,inter-stimulus,canvas.Screen,2_24_5,,,,,,,response,1634.0000000238651,478115.39999997616,478126.884,478143.6,479777.60000002384,479778.8000000119,2024-05-21T20:43:58.884Z,479794,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,Sequence,flow.Sequence,2_24,,,,,,,completion,9934.200000023819,469841.8000000119,469826.894,469843.4,479777.60000002384,479779.10000002384,2024-05-21T20:43:58.884Z,479794,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Nešto se mu otac za punoljetnost poklonio.,Otac mu je za punoljetnost poklonio crveni Ferrari.,nf,,,42,,
,context,canvas.Screen,2_25_0_0,,,,,,,response,2950.699999988079,479779.39999997616,479776.944,479794,482744.6999999881,482745.5,2024-05-21T20:44:01.851Z,482760.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Timer frame,html.Frame,2_25_0,,,,,,,,2951.800000011921,479779.1999999881,479776.944,479794,482745.8000000119,482745.8000000119,2024-05-21T20:44:01.851Z,482760.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,stimulus,canvas.Screen,2_25_1_0,,,,,,,response,7476.90000002383,482746.1999999881,482743.694,482760.2,490237.10000002384,490238.10000002384,2024-05-21T20:44:09.343Z,490243.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,6,click @6,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Timer frame,html.Frame,2_25_1,,,,,,,,7478.100000011909,482745.89999997616,482743.694,482760.2,490238.3000000119,490238.5,2024-05-21T20:44:09.343Z,490243.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Spremanje,canvas.Screen,2_25_2,,,,,,,skipped,,490238.60000002384,,,490238.3000000119,490238.60000002384,2024-05-21T20:44:09.343Z,490243.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Question form,html.Form,2_25_3,,,,,,,skipped,,490238.6999999881,,,490238.3000000119,490238.8000000119,2024-05-21T20:44:09.344Z,490243.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Answer indication,canvas.Screen,2_25_4,,,,,,,skipped,,490239.60000002384,,,490238.3000000119,490239.6999999881,2024-05-21T20:44:09.345Z,490243.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,inter-stimulus,canvas.Screen,2_25_5,,,,,,,response,1296.1000000238419,490239.8000000119,490226.864,490243.5,491539.60000002384,491540.60000002384,2024-05-21T20:44:10.645Z,491543.642,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,Sequence,flow.Sequence,2_25,,,,,,,completion,11745.600000023842,479779.1999999881,479776.944,479794,491539.60000002384,491540.89999997616,2024-05-21T20:44:10.646Z,491543.642,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Večeras je Anna nalakirala nokte.,Anna je večeras nalakirala nokte.,gf,,,49,,
,context,canvas.Screen,2_26_0_0,,,,,,,response,1863.1580000119284,491541.1999999881,491543.642,491543.642,493406.8000000119,493407.6999999881,2024-05-21T20:44:12.512Z,493426.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,Timer frame,html.Frame,2_26_0,,,,,,,,1864.2579999761656,491541,491543.642,491543.642,493407.89999997616,493408,2024-05-21T20:44:12.513Z,493426.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,stimulus,canvas.Screen,2_26_1_0,,,,,,,response,8383.900000011898,493408.3000000119,493410.264,493426.9,501810.8000000119,501811.8000000119,2024-05-21T20:44:20.917Z,501843.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,Timer frame,html.Frame,2_26_1,,,,,,,,8384.999999976135,493408.10000002384,493410.264,493426.9,501811.89999997616,501812,2024-05-21T20:44:20.917Z,501843.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
